SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2623 N Springfield Ave,Chicago,IL,60647,125000,4,1.5,CHI - Logan Square,735,3750,1900,1,170,,Active,,,https://www.redfin.com/IL/Chicago/2623-N-Springfield-Ave-60647/home/13446788,MRED,11902698,N,Y,41.9289689,-87.7242075
MLS Listing,,Townhouse,6418 S Lorel Ave #6418,Chicago,IL,60638,219900,2,1.0,CHI - Clearing,1180,,,1,186,,Active,,,https://www.redfin.com/IL/Chicago/6418-S-Lorel-Ave-60638/unit-6418/home/184016438,MRED,11902674,N,Y,41.7757533,-87.7558564
MLS Listing,,Multi-Family (2-4 Unit),7329 S Union Ave,Chicago,IL,60621,144900,6,3.0,CHI - Englewood,,5000,1912,1,,,Active,,,https://www.redfin.com/IL/Chicago/7329-S-Union-Ave-60621/home/187847984,MRED,11894323,N,Y,41.7607194,-87.6415219
MLS Listing,,Single Family Residential,10121 S Avenue N,Chicago,IL,60617,212900,5,2.0,CHI - East Side,1064,4550,1942,1,200,,Active,,,https://www.redfin.com/IL/Chicago/10121-S-Avenue-N-60617/home/13039309,MRED,11902704,N,Y,41.71127,-87.5386481
MLS Listing,,Condo/Co-op,2418 N Linden Pl Unit 1E,Chicago,IL,60647,750000,3,2.5,CHI - Logan Square,,,2023,1,,350,Active,October-8-2023 12:30 PM,October-8-2023 02:00 PM,https://www.redfin.com/IL/Chicago/2418-N-Linden-Pl-60647/unit-1E/home/187847948,MRED,11901242,N,Y,41.9255454,-87.7031752
MLS Listing,,Condo/Co-op,3612 S Prairie Ave #2,Chicago,IL,60653,219900,2,1.0,CHI - Douglas,1500,,1890,1,147,213,Active,,,https://www.redfin.com/IL/Chicago/3612-S-Prairie-Ave-60653/unit-2/home/18941454,MRED,11884456,N,Y,41.828642,-87.620788
MLS Listing,,Condo/Co-op,2418 N Linden Pl Unit 3E,Chicago,IL,60647,675000,3,2.0,CHI - Logan Square,,,2023,1,,275,Active,October-8-2023 12:30 PM,October-8-2023 02:00 PM,https://www.redfin.com/IL/Chicago/2418-N-Linden-Pl-60647/unit-3E/home/187847867,MRED,11901254,N,Y,41.9255454,-87.7031752
MLS Listing,,Condo/Co-op,710 W Gordon Ter Unit C,Chicago,IL,60613,175000,2,1.0,CHI - Uptown,1000,,1923,1,175,450,Active,,,https://www.redfin.com/IL/Chicago/710-W-Gordon-Ter-60613/unit-C/home/183861612,MRED,11900355,N,Y,41.958096,-87.647889
MLS Listing,,Condo/Co-op,2418 N Linden Pl Unit 2E,Chicago,IL,60647,575000,3,2.0,CHI - Logan Square,,,2023,1,,225,Active,October-8-2023 12:30 PM,October-8-2023 02:00 PM,https://www.redfin.com/IL/Chicago/2418-N-Linden-Pl-60647/unit-2E/home/187847796,MRED,11901252,N,Y,41.9255454,-87.7031752
MLS Listing,,Single Family Residential,8541 S Cregier Ave,Chicago,IL,60617,200000,3,2.0,CHI - Avalon Park,,,,1,,,Active,,,https://www.redfin.com/IL/Chicago/8541-S-Cregier-Ave-60617/home/13220297,MRED,11902701,N,Y,41.73941,-87.5803339
MLS Listing,,Single Family Residential,6557 N Troy St,Chicago,IL,60645,375000,4,2.0,CHI - West Ridge,1136,4375,1955,1,330,,Active,,,https://www.redfin.com/IL/Chicago/6557-N-Troy-St-60645/home/13583691,MRED,11902355,N,Y,42.0009054,-87.7080408
MLS Listing,,Multi-Family (2-4 Unit),6446 S Artesian Ave,Chicago,IL,60629,350000,5,2.5,CHI - Chicago Lawn,,,1924,1,,,Active,,,https://www.redfin.com/IL/Chicago/6446-S-Artesian-Ave-60629/home/13986700,MRED,11902702,N,Y,41.7760526,-87.685059
MLS Listing,,Single Family Residential,3417 N Osceola Ave,Chicago,IL,60634,350000,3,2.0,CHI - Dunning,,6400,1923,1,,,Active,,,https://www.redfin.com/IL/Chicago/3417-N-Osceola-Ave-60634/home/13541002,MRED,11896871,N,Y,41.9419957,-87.8126806
MLS Listing,,Single Family Residential,3237 W Ardmore Ave,Chicago,IL,60659,699000,3,2.5,CHI - North Park,2204,,1942,1,317,,Active,October-7-2023 01:00 PM,October-7-2023 03:00 PM,https://www.redfin.com/IL/Chicago/3237-W-Ardmore-Ave-60659/home/13516574,MRED,11902675,N,Y,41.9864836,-87.7106006
MLS Listing,,Multi-Family (2-4 Unit),4945 S Wolcott Ave,Chicago,IL,60609,289000,6,2.0,CHI - New City,,,1925,1,,,Active,,,https://www.redfin.com/IL/Chicago/4945-S-Wolcott-Ave-60609/home/13956194,MRED,11902639,N,Y,41.8036051,-87.6718383
MLS Listing,,Single Family Residential,10628 S Vernon Ave,Chicago,IL,60628,229999,4,2.0,CHI - Roseland,1800,3659,1950,1,128,,Active,,,https://www.redfin.com/IL/Chicago/10628-S-Vernon-Ave-60628/home/13080481,MRED,11901260,N,Y,41.7009642,-87.6126405
MLS Listing,,Multi-Family (2-4 Unit),4922 W Van Buren St,Chicago,IL,60644,389900,8,3.0,CHI - Austin,,,1913,1,,,Active,,,https://www.redfin.com/IL/Chicago/4922-W-Van-Buren-St-60644/home/13252256,MRED,11902641,N,Y,41.8751403,-87.7481339
MLS Listing,,Single Family Residential,940 W Castlewood Ter,Chicago,IL,60640,725000,4,2.5,CHI - Uptown,3013,5700,1912,1,241,,Active,,,https://www.redfin.com/IL/Chicago/940-W-Castlewood-Ter-60640/home/13398443,MRED,11902640,N,Y,41.971021,-87.6540668
MLS Listing,,Condo/Co-op,1455 N Sandburg Ter Unit 2204B,Chicago,IL,60610,369900,2,1.0,Bryant House,,,,1,,776,Active,,,https://www.redfin.com/IL/Chicago/1455-N-Sandburg-Ter-60610/unit-2204B/home/14115836,MRED,11902637,N,Y,41.9088719,-87.6320457
MLS Listing,,Multi-Family (2-4 Unit),5529 N Christiana Ave,Chicago,IL,60625,699900,5,3.0,CHI - North Park,,,1926,1,,,Active,,,https://www.redfin.com/IL/Chicago/5529-N-Christiana-Ave-60625/home/13494310,MRED,11902635,N,Y,41.9821076,-87.7122104
MLS Listing,,Condo/Co-op,1255 N Sandburg Ter Unit 2707E,Chicago,IL,60610,369900,2,1.0,Sandburg Village,,,,1,,583,Active,,,https://www.redfin.com/IL/Chicago/1255-N-Sandburg-Ter-60610/unit-2707E/home/14111420,MRED,11902633,N,Y,41.9054286,-87.6319398
MLS Listing,,Single Family Residential,2424 N Francisco Ave,Chicago,IL,60647,500000,3,1.0,CHI - Logan Square,1000,3138,1964,1,500,,Active,,,https://www.redfin.com/IL/Chicago/2424-N-Francisco-Ave-60647/home/13449591,MRED,11899300,N,Y,41.9256207,-87.7001526
MLS Listing,,Condo/Co-op,1445 N Mohawk St #3,Chicago,IL,60610,599000,2,2.5,CHI - Near North Side,,,1886,1,,142,Active,October-7-2023 12:00 PM,October-7-2023 02:00 PM,https://www.redfin.com/IL/Chicago/1445-N-Mohawk-St-60610/unit-3/home/14117335,MRED,11902612,N,Y,41.9088692,-87.6419069
MLS Listing,,Single Family Residential,127 E 104th Pl,Chicago,IL,60628,135000,4,3.0,CHI - Roseland,1400,2652,1915,1,96,,Active,,,https://www.redfin.com/IL/Chicago/127-E-104th-Pl-60628/home/187847261,MRED,11902615,N,Y,41.7041001,-87.6194788
MLS Listing,,Single Family Residential,3330 N Paris Ave,Chicago,IL,60634,275000,3,1.0,CHI - Dunning,1030,3750,1946,1,267,,Active,October-7-2023 12:00 PM,October-7-2023 02:30 PM,https://www.redfin.com/IL/Chicago/3330-N-Paris-Ave-60634/home/13543708,MRED,11882358,N,Y,41.9403097,-87.830372
MLS Listing,,Single Family Residential,9354 S Lowe Ave,Chicago,IL,60620,339900,4,3.5,CHI - Washington Heights,2265,3136,1910,1,150,,Active,October-8-2023 12:00 PM,October-8-2023 01:00 PM,https://www.redfin.com/IL/Chicago/9354-S-Lowe-Ave-60620/home/13106708,MRED,11902616,N,Y,41.7235406,-87.6399184
MLS Listing,,Condo/Co-op,1132 W Lunt Ave Unit 8C,Chicago,IL,60626,150000,2,1.0,Lunt Lake Co-Op,1079,,1949,1,139,865,Active,,,https://www.redfin.com/IL/Chicago/1132-W-Lunt-Ave-60626/unit-8C/home/21788483,MRED,11902614,N,Y,42.009629,-87.6608587
MLS Listing,,Condo/Co-op,415 E North Water St #1906,Chicago,IL,60611,1875000,3,3.5,Riverview Condominiums,3500,,2005,1,536,1872,Active,,,https://www.redfin.com/IL/Chicago/415-E-North-Water-St-60611/unit-1906/home/183721048,MRED,11900332,N,Y,41.8893735,-87.6168504
MLS Listing,,Multi-Family (2-4 Unit),5035 N Lawndale Ave,Chicago,IL,60625,450000,4,2.0,CHI - Albany Park,,163350000,1924,1,,,Active,,,https://www.redfin.com/IL/Chicago/5035-N-Lawndale-Ave-60625/home/187846961,MRED,11879653,N,Y,41.9730076,-87.7205236
MLS Listing,,Condo/Co-op,100 E 14th St #1009,Chicago,IL,60605,425000,2,2.0,CHI - Near South Side,1248,,2008,1,341,691,Active,,,https://www.redfin.com/IL/Chicago/100-E-14th-St-60605/unit-1009/home/39569776,MRED,11902009,N,Y,41.8643151,-87.6238689
MLS Listing,,Single Family Residential,7612 S Seeley Ave,Chicago,IL,60620,289000,4,2.0,CHI - Auburn Gresham,1250,3720,1947,1,231,,Active,,,https://www.redfin.com/IL/Chicago/7612-S-Seeley-Ave-60620/home/13910410,MRED,11902604,N,Y,41.7552155,-87.6747756
MLS Listing,,Condo/Co-op,25 E Superior St #2203,Chicago,IL,60611,700000,2,2.0,CHI - Near North Side,1328,,2002,1,527,1044,Active,,,https://www.redfin.com/IL/Chicago/25-E-Superior-St-60611/unit-2203/home/12694982,MRED,11897404,N,Y,41.8954074,-87.6272288
MLS Listing,,Single Family Residential,4959 N Kenneth Ave,Chicago,IL,60630,367000,3,2.0,CHI - Albany Park,2174,3057,1943,1,169,,Active,,,https://www.redfin.com/IL/Chicago/4959-N-Kenneth-Ave-60630/home/13496467,MRED,11902557,N,Y,41.9716603,-87.7390062
MLS Listing,,Single Family Residential,3345 N Pulaski Rd,Chicago,IL,60641,399500,4,2.0,CHI - Avondale,1976,3136,1904,1,202,,Active,,,https://www.redfin.com/IL/Chicago/3345-N-Pulaski-Rd-60641/home/13455563,MRED,11902595,N,Y,41.9422763,-87.7270064
MLS Listing,,Single Family Residential,10042 S Parnell Ave,Chicago,IL,60628,139000,2,1.0,CHI - Washington Heights,941,6250,,1,148,,Active,,,https://www.redfin.com/IL/Chicago/10042-S-Parnell-Ave-60628/home/13091429,MRED,11900597,N,Y,41.7112286,-87.6371647
MLS Listing,,Multi-Family (2-4 Unit),11049 S Avenue L,Chicago,IL,60617,294000,4,2.0,CHI - East Side,,3125,1925,1,,,Active,,,https://www.redfin.com/IL/Chicago/11049-S-Avenue-L-60617/home/13035463,MRED,11897997,N,Y,41.6940578,-87.5362436
MLS Listing,,Multi-Family (2-4 Unit),3033 S Kenneth Ave,Chicago,IL,60623,300000,5,3.0,CHI - South Lawndale,,3625,,1,,,Active,October-8-2023 12:00 PM,October-8-2023 02:00 PM,https://www.redfin.com/IL/Chicago/3033-S-Kenneth-Ave-60623/home/14146919,MRED,11902588,N,Y,41.8376084,-87.7350181
MLS Listing,,Multi-Family (2-4 Unit),8322 S Baker Ave,Chicago,IL,60617,149000,7,2.0,CHI - South Chicago,,3125,,1,,,Active,,,https://www.redfin.com/IL/Chicago/8322-S-Baker-Ave-60617/home/13213088,MRED,11902586,N,Y,41.7428772,-87.5500345
MLS Listing,,Condo/Co-op,3110 N Sheridan Rd #1208,Chicago,IL,60657,140000,0,1.0,CHI - Lake View,,,1963,1,,335,Active,,,https://www.redfin.com/IL/Chicago/3110-N-Sheridan-Rd-60657/unit-1208/home/13373518,MRED,11898968,N,Y,41.9383046,-87.6398248
MLS Listing,,Single Family Residential,5470 N Sayre Ave,Chicago,IL,60656,399000,3,2.0,CHI - Norwood Park,,3600,1947,1,,,Active,October-7-2023 11:00 AM,October-7-2023 01:00 PM,https://www.redfin.com/IL/Chicago/5470-N-Sayre-Ave-60656/home/13507834,MRED,11895652,N,Y,41.9807951,-87.8014065
MLS Listing,,Condo/Co-op,5855 N Sheridan Rd Unit 9B,Chicago,IL,60660,469900,2,2.0,Edgewater Beach,1600,,1967,1,294,929,Active,October-7-2023 12:00 PM,October-7-2023 02:00 PM,https://www.redfin.com/IL/Chicago/5855-N-Sheridan-Rd-60660/unit-9B/home/13409876,MRED,11853745,N,Y,41.9887543,-87.6546809
MLS Listing,,Single Family Residential,11315 S Avenue G,Chicago,IL,60617,335900,5,2.0,CHI - East Side,2670,4375,1967,1,126,,Active,October-8-2023 11:00 AM,October-8-2023 01:00 PM,https://www.redfin.com/IL/Chicago/11315-S-Avenue-G-60617/home/13034641,MRED,11902504,N,Y,41.6895967,-87.5313752
MLS Listing,,Condo/Co-op,1907 N Milwaukee Ave #203,West Chicago,IL,60647,302000,1,1.0,West Chicago,,,,1,,385,Active,,,https://www.redfin.com/IL/Chicago/1907-N-Milwaukee-Ave-60647/unit-203/home/12726624,MRED,11902464,N,Y,41.9163737,-87.6860813
MLS Listing,,Multi-Family (2-4 Unit),6330 S Ellis Ave,Chicago,IL,60637,225000,6,2.0,CHI - Woodlawn,,,1905,1,,,Active,,,https://www.redfin.com/IL/Chicago/6330-S-Ellis-Ave-60637/home/13927988,MRED,11898253,N,Y,41.7795334,-87.6007588
MLS Listing,,Single Family Residential,8558 S Colfax Ave,Chicago,IL,60617,229900,4,2.0,CHI - South Chicago,1600,2726,1932,1,144,,Active,,,https://www.redfin.com/IL/Chicago/8558-S-Colfax-Ave-60617/home/13214289,MRED,11902532,N,Y,41.739214,-87.5614654
MLS Listing,,Condo/Co-op,,Chicago,IL,60653,289000,3,2.0,,1800,10000,1920,1,161,289,Active,,,https://www.redfin.com/IL/Chicago/Undisclosed-address-60653/home/187844383,MRED,11901539,N,Y,41.8189299,-87.6175088
MLS Listing,,Condo/Co-op,200 E Delaware Pl Unit 18F,Chicago,IL,60611,739900,3,2.0,CHI - Near North Side,1550,,1974,1,477,1638,Active,,,https://www.redfin.com/IL/Chicago/200-E-Delaware-Pl-60611/unit-18F/home/14120360,MRED,11902059,N,Y,41.8995075,-87.6211813
MLS Listing,,Single Family Residential,10505 S Millard Ave,Chicago,IL,60655,279000,4,1.5,CHI - Mount Greenwood,1182,5227,1967,1,236,,Active,October-7-2023 12:00 PM,October-7-2023 02:00 PM,https://www.redfin.com/IL/Chicago/10505-S-Millard-Ave-60655/home/13155227,MRED,11902425,N,Y,41.7021241,-87.7118823
MLS Listing,,Multi-Family (2-4 Unit),1800 S Troy St,Chicago,IL,60623,399900,8,3.0,CHI - North Lawndale,,,1900,1,,,Active,,,https://www.redfin.com/IL/Chicago/1800-S-Troy-St-60623/home/187844350,MRED,11901194,N,Y,41.8571426,-87.704508
MLS Listing,,Single Family Residential,7420 S Luella Ave,Chicago,IL,60649,395000,3,4.5,CHI - South Shore,2490,5625,1919,1,159,,Active,October-7-2023 11:00 AM,October-7-2023 02:00 PM,https://www.redfin.com/IL/Chicago/7420-S-Luella-Ave-60649/home/13924060,MRED,11902106,N,Y,41.7600624,-87.5703387
MLS Listing,,Single Family Residential,5320 W Warwick Ave,Chicago,IL,60641,199000,2,1.0,CHI - Portage Park,1049,3750,1932,1,190,,Active,,,https://www.redfin.com/IL/Chicago/5320-W-Warwick-Ave-60641/home/13462438,MRED,11902483,N,Y,41.9489127,-87.7603799
MLS Listing,,Condo/Co-op,6950 W Forest Preserve Dr #101,Norridge,IL,60706,199000,1,1.0,Norridge Point,890,,1979,1,224,225,Active,,,https://www.redfin.com/IL/Norridge/6950-W-Forest-Preserve-Dr-60706/unit-101/home/13472659,MRED,11902480,N,Y,41.9569427,-87.8021796
MLS Listing,,Townhouse,428 W Wellington Ave Unit A,Chicago,IL,60657,699950,3,3.0,CHI - Lake View,1980,,1955,1,354,100,Active,October-7-2023 11:00 AM,October-7-2023 01:00 PM,https://www.redfin.com/IL/Chicago/428-W-Wellington-Ave-60657/unit-A/home/13372939,MRED,11902424,N,Y,41.936974,-87.6405883
MLS Listing,,Single Family Residential,7427 S May St,Chicago,IL,60621,140000,3,1.5,CHI - Englewood,940,,1962,1,149,,Active,,,https://www.redfin.com/IL/Chicago/7427-S-May-St-60621/home/13913944,MRED,11898262,N,Y,41.7587303,-87.6524995
MLS Listing,,Multi-Family (5+ Unit),616 S Racine Ave,Chicago,IL,60607,2700000,25,10.0,CHI - Near West Side,,3000,2019,1,,,Active,,,https://www.redfin.com/IL/Chicago/616-S-Racine-Ave-60607/home/14090616,MRED,11868059,N,Y,41.873718,-87.657171
MLS Listing,,Single Family Residential,10851 S Hoyne Ave,Chicago,IL,60643,739000,4,2.5,CHI - Morgan Park,3244,15158,1929,1,228,,Active,,,https://www.redfin.com/IL/Chicago/10851-S-Hoyne-Ave-60643/home/13070576,MRED,11900212,N,Y,41.6959886,-87.6737531
MLS Listing,,Condo/Co-op,600 N Lake Shore Dr #512,Chicago,IL,60611,1393000,3,3.5,CHI - Near North Side,2547,,2008,1,547,1624,Active,,,https://www.redfin.com/IL/Chicago/600-N-Lake-Shore-Dr-60611/unit-512/home/25708359,MRED,11902474,N,Y,41.892964,-87.6157068
MLS Listing,,Condo/Co-op,7234 W North Ave #1712,Elmwood Park,IL,60707,129900,1,1.0,Elmwood Park,775,,1968,1,168,376,Active,,,https://www.redfin.com/IL/Elmwood-Park/7234-W-North-Ave-60707/unit-1712/home/13522049,MRED,11902473,N,Y,41.9091423,-87.8077989
MLS Listing,,Single Family Residential,11835 S Bell Ave,Chicago,IL,60638,645000,3,2.0,CHI - Morgan Park,1793,10890,1952,1,360,,Active,October-7-2023 11:00 AM,October-7-2023 01:00 PM,https://www.redfin.com/IL/Chicago/11835-S-Bell-Ave-60643/home/26833189,MRED,11902230,N,Y,41.6784572,-87.6768556
MLS Listing,,Single Family Residential,4957 W Deming Pl,Chicago,IL,60639,328000,4,2.0,CHI - Belmont Cragin,2200,6233,1923,1,149,,Active,,,https://www.redfin.com/IL/Chicago/4957-W-Deming-Pl-60639/home/13440409,MRED,11901950,N,Y,41.9267236,-87.7510757
MLS Listing,,Multi-Family (2-4 Unit),618 S Racine Ave,Chicago,IL,60607,1100000,12,6.0,CHI - Near West Side,,3000,1936,1,,,Active,,,https://www.redfin.com/IL/Chicago/618-S-Racine-Ave-60607/home/187843720,MRED,11869095,N,Y,41.8736404,-87.657171
MLS Listing,,Condo/Co-op,100 E 14th St #1607,Chicago,IL,60605,450000,2,2.0,1400 Museum Park,,,2008,1,,701,Active,,,https://www.redfin.com/IL/Chicago/100-E-14th-St-60605/unit-1607/home/39570476,MRED,11902442,N,Y,41.8643151,-87.6238689
MLS Listing,,Single Family Residential,6007 S Melvina Ave,Chicago,IL,60638,329900,3,2.0,CHI - Clearing,1055,3750,1957,1,313,,Active,,,https://www.redfin.com/IL/Chicago/6007-S-Melvina-Ave-60638/home/14001482,MRED,11895283,N,Y,41.7829765,-87.7763141
MLS Listing,,Condo/Co-op,4244 W 77th St #101,Chicago,IL,60652,229900,2,2.0,CHI - West Lawn,1100,,2001,1,209,260,Active,,,https://www.redfin.com/IL/Chicago/4244-W-77th-St-60652/unit-101/home/185713750,MRED,11894116,N,Y,41.753493,-87.7289943
MLS Listing,,Single Family Residential,1326 S Springfield Ave,Chicago,IL,60623,229900,3,1.5,CHI - North Lawndale,1439,,2006,1,160,,Active,,,https://www.redfin.com/IL/Chicago/1326-S-Springfield-Ave-60623/home/12740344,MRED,11849954,N,Y,41.8635527,-87.722873
MLS Listing,,Single Family Residential,950 N Latrobe Ave,Chicago,IL,60651,85000,3,,CHI - Austin,1601,,1890,1,53,,Active,,,https://www.redfin.com/IL/Chicago/950-N-Latrobe-Ave-60651/home/13279558,MRED,11864986,N,Y,41.8982435,-87.7571616
MLS Listing,,Condo/Co-op,25 E Superior St #704,Chicago,IL,60611,470000,1,1.5,CHI - Near North Side,1200,,2002,1,392,890,Active,,,https://www.redfin.com/IL/Chicago/25-E-Superior-St-60611/unit-704/home/12707944,MRED,11900187,N,Y,41.8954074,-87.6272288
MLS Listing,,Single Family Residential,3110 W Walnut St,Chicago,IL,60612,265000,3,2.0,CHI - East Garfield Park,,,1999,1,,,Active,,,https://www.redfin.com/IL/Chicago/3110-W-Walnut-St-60612/home/13259872,MRED,11901065,N,Y,41.8856937,-87.7042941
MLS Listing,,Condo/Co-op,4800 S Chicago Beach Dr Unit 504S,Chicago,IL,60615,160000,1,1.0,CHI - Kenwood,850,,,1,188,705,Active,,,https://www.redfin.com/IL/Chicago/4800-S-Chicago-Beach-Dr-60615/unit-504S/home/13947830,MRED,11895152,N,Y,41.8064982,-87.5866451
MLS Listing,,Single Family Residential,8134 S Honore St,Chicago,IL,60620,319999,6,2.0,CHI - Auburn Gresham,1439,3875,1928,1,222,,Active,October-7-2023 12:00 PM,October-7-2023 02:00 PM,https://www.redfin.com/IL/Chicago/8134-S-Honore-St-60620/home/13909387,MRED,11902421,N,Y,41.7456048,-87.6696728
MLS Listing,,Condo/Co-op,30 E Huron St #3209,Chicago,IL,60611,379000,2,1.0,CHI - Near North Side,1000,,1978,1,379,742,Active,,,https://www.redfin.com/IL/Chicago/30-E-Huron-St-60611/unit-3209/home/12630007,MRED,11901630,N,Y,41.8951123,-87.6266389
MLS Listing,,Multi-Family (2-4 Unit),4622 S Wood St,Chicago,IL,60609,295000,11,5.0,CHI - New City,,,1900,1,,,Active,,,https://www.redfin.com/IL/Chicago/4622-S-Wood-St-60609/home/13957912,MRED,11902411,N,Y,41.8096623,-87.6701605
MLS Listing,,Single Family Residential,8506 S Vernon Ave,Chicago,IL,60619,249900,5,2.5,CHI - Chatham,2600,3125,1943,1,96,,Active,October-8-2023 11:00 AM,October-8-2023 01:00 PM,https://www.redfin.com/IL/Chicago/8506-S-Vernon-Ave-60619/home/13223103,MRED,11902401,N,Y,41.7399061,-87.6133199
MLS Listing,,Single Family Residential,7060 W Talcott Ave,Chicago,IL,60631,499000,4,2.5,CHI - Norwood Park,1800,8100,1967,1,277,,Active,October-8-2023 12:00 PM,October-8-2023 02:00 PM,https://www.redfin.com/IL/Chicago/7060-W-Talcott-Ave-60631/home/13508571,MRED,11902402,N,Y,41.9846731,-87.8037469
MLS Listing,,Condo/Co-op,161 E Chicago Ave Unit 39B,Chicago,IL,60611,835000,2,2.5,Olympia Centre,2154,,1985,1,388,1771,Active,,,https://www.redfin.com/IL/Chicago/161-E-Chicago-Ave-60611/unit-39B/home/14097190,MRED,11902373,N,Y,41.8964162,-87.6233837
MLS Listing,,Single Family Residential,2850 N Lowell Ave,Chicago,IL,60641,325000,3,2.0,CHI - Hermosa,1559,3789,1928,1,208,,Active,October-7-2023 10:00 AM,October-7-2023 01:00 PM,https://www.redfin.com/IL/Chicago/2850-N-Lowell-Ave-60641/home/13444321,MRED,11854841,N,Y,41.9331923,-87.7359081
MLS Listing,,Condo/Co-op,155 N Harbor Dr #4808,Chicago,IL,60601,625000,2,2.0,Harbor Point,1448,,1974,1,432,1324,Active,,,https://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-4808/home/14092767,MRED,11895804,N,Y,41.8848951,-87.6153982
MLS Listing,,Condo/Co-op,411 W Ontario St #608,Chicago,IL,60654,599000,2,2.0,Ontario Street Lofts,1715,,1910,1,349,936,Active,October-7-2023 01:00 PM,October-7-2023 03:00 PM,https://www.redfin.com/IL/Chicago/411-W-Ontario-St-60654/unit-608/home/14103059,MRED,11897844,N,Y,41.8929314,-87.6398195
MLS Listing,,Multi-Family (2-4 Unit),1149 W Farwell Ave,Chicago,IL,60626,1499900,9,7.0,CHI - Rogers Park,,8272,1914,1,,,Active,,,https://www.redfin.com/IL/Chicago/1149-W-Farwell-Ave-60626/home/12775323,MRED,11900497,N,Y,42.0064286,-87.6600292
MLS Listing,,Single Family Residential,4245 N Mason Ave,Chicago,IL,60634,559900,5,3.0,CHI - Portage Park,2700,3750,1921,1,207,,Active,,,https://www.redfin.com/IL/Chicago/4245-N-Mason-Ave-60634/home/13474138,MRED,11902380,N,Y,41.9580814,-87.7754685
MLS Listing,,Single Family Residential,4850 N Clifton Ave,Norridge,IL,60706,379000,3,1.5,Norridge,1238,4922,1961,1,306,,Active,,,https://www.redfin.com/IL/Norridge/4850-N-Clifton-Ave-60706/home/13559735,MRED,11902342,N,Y,41.9681414,-87.8382256
MLS Listing,,Single Family Residential,1405 N Dearborn St,Chicago,IL,60610,2495000,5,5.0,CHI - Near North Side,,3300,1878,1,,,Active,October-7-2023 11:00 AM,October-7-2023 01:00 PM,https://www.redfin.com/IL/Chicago/1405-N-Dearborn-St-60610/home/14115358,MRED,11854668,N,Y,41.9079787,-87.6298421
MLS Listing,,Multi-Family (2-4 Unit),4726 S Indiana Ave,Chicago,IL,60615,129900,7,2.0,CHI - Grand Boulevard,,4017,1900,1,,,Active,,,https://www.redfin.com/IL/Chicago/4726-S-Indiana-Ave-60615/home/13952128,MRED,11902023,N,Y,41.8085047,-87.6215098
MLS Listing,,Multi-Family (2-4 Unit),6118 N Wolcott Ave,Chicago,IL,60660,489900,5,3.0,CHI - West Ridge,,3920,1909,1,,,Active,,,https://www.redfin.com/IL/Chicago/6118-N-Wolcott-Ave-60660/home/13406787,MRED,11896522,N,Y,41.9924954,-87.6774271
MLS Listing,,Single Family Residential,10125 S Karlov Ave,Oak Lawn,IL,60453,349900,3,2.0,Oak Lawn,1465,6600,1967,1,239,,Active,,,https://www.redfin.com/IL/Oak-Lawn/10125-S-Karlov-Ave-60453/home/13163587,MRED,11897774,N,Y,41.7085277,-87.7231153
MLS Listing,,Condo/Co-op,2053 N Clifton Ave #2,Chicago,IL,60614,299900,2,2.0,CHI - Lincoln Park,,,1893,1,,147,Active,October-7-2023 10:00 AM,October-7-2023 12:00 PM,https://www.redfin.com/IL/Chicago/2053-N-Clifton-Ave-60614/unit-2/home/12770554,MRED,11902298,N,Y,41.9196075,-87.6567698
MLS Listing,,Condo/Co-op,40 E 9th St #1607,Chicago,IL,60605,230000,2,1.0,Burnham Park Plaza,1128,,1915,1,204,748,Active,,,https://www.redfin.com/IL/Chicago/40-E-9th-St-60605/unit-1607/home/12657067,MRED,11902344,N,Y,41.8707125,-87.6262581
MLS Listing,,Townhouse,2637 N Emmett St #1,Chicago,IL,60647,889000,4,3.5,CHI - Logan Square,2986,,2023,1,298,225,Active,,,https://www.redfin.com/IL/Chicago/2637-N-Emmett-St-60647/unit-1/home/187421820,MRED,11902364,N,Y,41.9310374,-87.7083414
MLS Listing,,Vacant Land,6346 N Glenwood Ave,Chicago,IL,60660,450000,,,Edgewater Glen,,3484,,1,,,Active,,,https://www.redfin.com/IL/Chicago/6346-N-Glenwood-Ave-60660/home/145511976,MRED,11901482,N,Y,41.997764,-87.6657392
MLS Listing,,Vacant Land,2924 W Belden Ave,Chicago,IL,60647,399999,,,CHI - Logan Square,,3240,,1,,,Active,,,https://www.redfin.com/IL/Chicago/2924-W-Belden-Ave-60647/home/13418457,MRED,11902366,N,Y,41.9235281,-87.7009856
